SI_max,Arrival_Mean,Web_Mean,Spike_Mean,CV,Arrival_Rate,web_response_time_Mean,web_response_time_Variance,web_response_time_CI95,total_response_time_Mean,total_response_time_Variance,total_response_time_CI95,utilization_web_Mean,utilization_web_Variance,utilization_web_CI95,utilization_spike_Mean,utilization_spike_Variance,utilization_spike_CI95,throughput_web_Mean,throughput_web_Variance,throughput_web_CI95,throughput_spike_Mean,throughput_spike_Variance,throughput_spike_CI95,throughput_total_Mean,throughput_total_Variance,throughput_total_CI95,scaling_actions_Mean,scaling_actions_Variance,scaling_actions_CI95
1000000000000000.0,1.0,0.16,0.16,4.0,1.0,0.22102031145507636,0.000771796741562268,0.005445121084407222,0.22102031145507636,0.000771796741562268,0.005445121084407222,0.16089694036968524,0.00033032453335015224,0.0035622671535385226,0.0,0.0,0.0,0.9923333333333335,0.006476563993847948,0.015773512049878518,0.0,0.0,0.0,0.9923333333333335,0.006476563993847948,0.015773512049878518,0.0,0.0,0.0
1000000000000000.0,0.5,0.16,0.16,4.0,2.0,0.3103232342659092,0.0013785745319882436,0.007277315385556708,0.3103232342659092,0.0013785745319882436,0.007277315385556708,0.32043031901512076,0.0005892463755292174,0.00475778191622214,0.0,0.0,0.0,1.9766574074074068,0.01329703577267877,0.02260130364034844,0.0,0.0,0.0,1.9766574074074068,0.01329703577267877,0.02260130364034844,0.0,0.0,0.0
1000000000000000.0,0.3333333333333333,0.16,0.16,4.0,3.0,0.45915685534001077,0.003906388209718774,0.012250216710922154,0.45915685534001077,0.003906388209718774,0.012250216710922154,0.4772019901760621,0.0010006771129740693,0.006200162253684321,0.0,0.0,0.0,2.965805555555556,0.017944227165343406,0.026255388604700412,0.0,0.0,0.0,2.965805555555556,0.017944227165343406,0.026255388604700412,0.0,0.0,0.0
1000000000000000.0,0.25,0.16,0.16,4.0,4.0,0.7566073792783073,0.02383465906527169,0.030259416098984415,0.7566073792783073,0.02383465906527169,0.030259416098984415,0.6399918362725756,0.0012220114185033605,0.006851626861791665,0.0,0.0,0.0,3.9840462962962957,0.02514157097379837,0.031077943795068525,0.0,0.0,0.0,3.9840462962962957,0.02514157097379837,0.031077943795068525,0.0,0.0,0.0
1000000000000000.0,0.2,0.16,0.16,4.0,5.0,1.4920865950384434,0.27816986012739564,0.10337394907158201,1.4920865950384434,0.27816986012739564,0.10337394907158201,0.7943956181290721,0.0017422465339130744,0.008181084454203163,0.0,0.0,0.0,4.9719444444444445,0.031699375441659336,0.03489646410407199,0.0,0.0,0.0,4.9719444444444445,0.031699375441659336,0.03489646410407199,0.0,0.0,0.0
1000000000000000.0,0.16666666666666666,0.16,0.16,4.0,6.0,4.90068239079683,9.353553174112122,0.5994381525534483,4.90068239079683,9.353553174112122,0.5994381525534483,0.9441765622919762,0.001369165551821082,0.0072524384753514925,0.0,0.0,0.0,5.9620740740740725,0.04077531002757345,0.03957807865497341,0.0,0.0,0.0,5.9620740740740725,0.04077531002757345,0.03957807865497341,0.0,0.0,0.0
1000000000000000.0,0.14285714285714285,0.16,0.16,4.0,7.0,20.165554971713807,45.489774024068296,1.321943704893899,20.165554971713807,45.489774024068296,1.321943704893899,0.9965248043856669,0.00010046502340312715,0.0019645519435877827,0.0,0.0,0.0,6.7907777777777785,0.03769188663036402,0.038052220917997204,0.0,0.0,0.0,6.7907777777777785,0.03769188663036402,0.038052220917997204,0.0,0.0,0.0
1000000000000000.0,0.125,0.16,0.16,4.0,8.0,42.96839360131589,73.07781082911,1.6755169891144315,42.96839360131589,73.07781082911,1.6755169891144315,0.9998561815452717,4.488632692725126e-07,0.00013131462733592493,0.0,0.0,0.0,7.4797407407407395,0.033969241107924195,0.036124262849254324,0.0,0.0,0.0,7.4797407407407395,0.033969241107924195,0.036124262849254324,0.0,0.0,0.0
1000000000000000.0,0.1111111111111111,0.16,0.16,4.0,9.0,71.82044079044051,105.45322499258407,2.012732245311112,71.82044079044051,105.45322499258407,2.012732245311112,0.9999603619891598,3.110364680720457e-08,3.456700299050484e-05,0.0,0.0,0.0,8.104648148148147,0.03154293241052514,0.03481024693222864,0.0,0.0,0.0,8.104648148148147,0.03154293241052514,0.03481024693222864,0.0,0.0,0.0
1000000000000000.0,0.1,0.16,0.16,4.0,10.0,104.38061497796635,175.88296800864617,2.5993691732841935,104.38061497796635,175.88296800864617,2.5993691732841935,1.0000136040340428,9.133113906403873e-09,1.873119600635291e-05,0.0,0.0,0.0,8.625731481481482,0.025117053508334406,0.031062786861068573,0.0,0.0,0.0,8.625731481481482,0.025117053508334406,0.031062786861068573,0.0,0.0,0.0
1000000000000000.0,0.09090909090909091,0.16,0.16,4.0,11.0,139.19665760799083,209.5221552020565,2.8370765083518985,139.19665760799083,209.5221552020565,2.8370765083518985,0.9999816065213901,1.1352501516539446e-08,2.0883431189806415e-05,0.0,0.0,0.0,9.059444444444441,0.02349375095259871,0.030042235878759625,0.0,0.0,0.0,9.059444444444441,0.02349375095259871,0.030042235878759625,0.0,0.0,0.0
1000000000000000.0,0.08333333333333333,0.16,0.16,4.0,12.0,180.44322826401074,310.07430769014366,3.451349678636541,180.44322826401074,310.07430769014366,3.451349678636541,0.9999872215813489,9.282021779823358e-09,1.8883276958560295e-05,0.0,0.0,0.0,9.401814814814815,0.018531732274736378,0.026681735833080138,0.0,0.0,0.0,9.401814814814815,0.018531732274736378,0.026681735833080138,0.0,0.0,0.0
