SI_max,Arrival_Rate,Time,Transient_Response_Time_Mean,Transient_Response_Time_Variance,Transient_Response_Time_CI95
10,2,3500.0,0.31498684340590277,0.0008780635766949923,0.00580789896281907
10,2,3600.0,0.314713664818168,0.0008660717658367921,0.005768103063953193
10,2,3700.0,0.3150365159900459,0.0008078631463315596,0.005570894957677194
10,2,3800.0,0.3143551662701705,0.0007695284346047706,0.0054371136040896615
10,2,3900.0,0.31396887372719284,0.0006940124399646628,0.005163446706772763
10,2,4000.0,0.3151678946516399,0.0007368518829759281,0.005320423097499225
10,2,4100.0,0.3149836401849729,0.0007410373718075254,0.0053355123161096625
10,2,4200.0,0.31475583959681425,0.0007540019605247906,0.005381982842365846
10,2,4300.0,0.31445049680550047,0.0007199915432714732,0.005259200996949718
10,2,4400.0,0.3141637790370842,0.0007369168054726774,0.005320657478079037
10,2,4500.0,0.3147457841826741,0.0007225623117173028,0.005268581760486583
10,2,4600.0,0.314837037838401,0.0007177269974759144,0.0052509237601620845
10,2,4700.0,0.314734256853834,0.0006841033418174469,0.005126452377547171
10,2,4800.0,0.3154556623849875,0.0006749603633020463,0.005092079861570457
10,2,4900.0,0.31575420142000266,0.00066261424404532,0.005045293727747179
10,2,5000.0,0.31672674831590014,0.0006830833761631357,0.005369974622761472
10,3,0.0,0.0,0.0,0.0
10,3,100.0,0.4380160242666593,0.04698884931961852,0.04248674658599391
10,3,200.0,0.448571658141273,0.02177257097011088,0.02892084173027783
10,3,300.0,0.44760870295614297,0.01202870731603215,0.021496390865740487
10,3,400.0,0.4420239345872241,0.009281898362465199,0.01888315141845934
10,3,500.0,0.4402771902344605,0.008161229140623966,0.017706546209416738
10,3,600.0,0.437452345090699,0.006286618060707781,0.015540486460215785
10,3,700.0,0.4380015829206714,0.005283052071627588,0.014246182940831744
10,3,800.0,0.44192788016895124,0.005131609863489541,0.014040510123062273
10,3,900.0,0.44167286240549436,0.004834893896071407,0.013628546654411803
10,3,1000.0,0.44234877800800815,0.004438110674678072,0.013057352705599738
10,3,1100.0,0.44092447677987123,0.004510190134515672,0.013162958034102898
10,3,1200.0,0.4433441088529267,0.004245785844475651,0.01277130020794189
10,3,1300.0,0.4439889360627211,0.0037777946119477114,0.01204689826522094
10,3,1400.0,0.4428112056821384,0.0033151146183142428,0.011285098279463938
10,3,1500.0,0.4422926436548983,0.0029703356003580737,0.010682153922470681
10,3,1600.0,0.44555484570410053,0.0030707196043416583,0.010861158516493033
10,3,1700.0,0.4469888967872932,0.0027861427122219456,0.010345649251386703
10,3,1800.0,0.44629243053743867,0.0025338122763594252,0.009866049483386126
10,3,1900.0,0.4461476799534814,0.0022175450920533693,0.009229800228408101
10,3,2000.0,0.4470554501770154,0.0022753935827895732,0.009349412809179208
10,3,2100.0,0.4489720268683502,0.002152326171788429,0.009093061212563362
10,3,2200.0,0.44808073830031214,0.0020586548560066363,0.00889299077635589
10,3,2300.0,0.44829123807987437,0.0019392134582541032,0.008631154280412882
10,3,2400.0,0.4480539526842228,0.0017729471616967046,0.008252850305424218
10,3,2500.0,0.4492374988594464,0.0017424631075625744,0.00818159292192687
10,3,2600.0,0.4478045866195561,0.0016895434241906819,0.008056394986823154
10,3,2700.0,0.4481219660558593,0.0015967011320517127,0.007831913603258056
10,3,2800.0,0.4480732795378049,0.0016161666088045964,0.007879508642284578
10,3,2900.0,0.4471676970323055,0.0015308337126541535,0.007668670543537645
10,3,3000.0,0.4480232029848066,0.001404247221629732,0.007344764207660296
10,3,3100.0,0.4489200347330239,0.001416512861772348,0.00737677152268162
10,3,3200.0,0.4485876222354828,0.001352699440505844,0.0072086962556673516
10,3,3300.0,0.4484464040289172,0.0012997065696564922,0.007066082902140606
10,3,3400.0,0.4479475742403327,0.00124515435903914,0.0069162019820742365
10,3,3500.0,0.44888035709123764,0.0013318154000866492,0.0071528330338215445
10,3,3600.0,0.44941138915958484,0.0013536656727106853,0.007211270379264231
10,3,3700.0,0.4495478617752031,0.0013130980069226538,0.007102392064223199
10,3,3800.0,0.44931846611622484,0.0012868903585600802,0.007031157800422633
10,3,3900.0,0.448913156944315,0.0012288646195528225,0.006870812413735454
10,3,4000.0,0.44926424343114363,0.0012009264914218487,0.006792259719302682
10,3,4100.0,0.44884201878781665,0.001127654593354038,0.006581791462686184
10,3,4200.0,0.44882614879208077,0.0011097079429432737,0.006529206715682143
10,3,4300.0,0.4483382364883618,0.0010037328232455434,0.006209621577664842
10,3,4400.0,0.44781802684521055,0.0009602441737572164,0.006073610143815391
10,3,4500.0,0.4483395386250681,0.0009654624427927126,0.006090090738431148
10,3,4600.0,0.44916421530815365,0.000946735653518313,0.006030737671757868
10,3,4700.0,0.449014004661159,0.0008784732314222603,0.005809253623170326
10,3,4800.0,0.44899512128941776,0.0008818785996769622,0.005820502408314094
10,3,4900.0,0.44892661827693436,0.0008674643300268255,0.00577273849245837
10,3,5000.0,0.4505099250015043,0.0008256270717756232,0.00607293745150741
10,4,0.0,0.0,0.0,0.0
10,4,100.0,0.5603933967991663,0.03822412336671574,0.038319941587321764
10,4,200.0,0.5963177233513203,0.024894583393792524,0.03092491415761624
10,4,300.0,0.6079554527194866,0.013138028890874823,0.02246576323813298
10,4,400.0,0.5996949599992927,0.011749675805774101,0.021245600621178442
10,4,500.0,0.5971182205134985,0.009009408560857059,0.018603909247087956
10,4,600.0,0.6028597533183084,0.007767759916671246,0.01727443964239774
10,4,700.0,0.6010898960244482,0.007892524717812752,0.017412616964703916
10,4,800.0,0.599080985617194,0.006979671979065808,0.016374708508788548
10,4,900.0,0.5962669429314656,0.006592450301769255,0.015914005491791425
10,4,1000.0,0.5960146899704544,0.005660752423530972,0.01474664250269755
10,4,1100.0,0.5936774301961782,0.005128079527123379,0.014035679645602192
10,4,1200.0,0.59356089761272,0.004357004372737104,0.012937491255381338
10,4,1300.0,0.5947439200912259,0.0038815295361682477,0.012211176792653499
10,4,1400.0,0.5933743926219437,0.0035144010571915908,0.011619347271386296
10,4,1500.0,0.5917196077373266,0.003035296955738813,0.01079833171613385
10,4,1600.0,0.5921592832956611,0.0031413451779830942,0.01098535007896419
10,4,1700.0,0.5939959864926568,0.003080756812462076,0.01087889487528688
10,4,1800.0,0.5931352101040582,0.0030101886017906026,0.010753576397012661
10,4,1900.0,0.5913485437022592,0.002862302367061104,0.01048609592427131
10,4,2000.0,0.5896791047704724,0.002712418286489194,0.010207852903219603
10,4,2100.0,0.5893037060075067,0.00247969384877956,0.009760118795112873
10,4,2200.0,0.5914511097408858,0.0024028189930991755,0.009607637297426351
10,4,2300.0,0.5907872251731492,0.002135471946366599,0.009057388712626796
10,4,2400.0,0.5908543878388438,0.0020822990529188665,0.00894391415527515
10,4,2500.0,0.591932641449109,0.0019427966249432665,0.008639124674631135
10,4,2600.0,0.5908826845003828,0.0018878944493947584,0.008516181842113814
10,4,2700.0,0.5910335130835922,0.0017872492425459875,0.008286070655120353
10,4,2800.0,0.5916804000025669,0.0017526401983496507,0.008205450984546808
10,4,2900.0,0.5924643459493996,0.0017091987205869817,0.008103121500389186
10,4,3000.0,0.5926365414194099,0.0016687590675118758,0.008006687725741288
10,4,3100.0,0.593402724991134,0.0015572367996010302,0.007734520598813683
10,4,3200.0,0.5930658697919221,0.00155404577335636,0.007726591902595731
10,4,3300.0,0.5931576986935514,0.0015494887366532348,0.007715254973574799
10,4,3400.0,0.5935303437036749,0.0014722900931163317,0.0075206047773538134
10,4,3500.0,0.5937982588880222,0.0014373071256592908,0.007430719382356415
10,4,3600.0,0.5943173724493364,0.001451110296346352,0.007466314562382264
10,4,3700.0,0.5942858831516853,0.001370355743796527,0.00725559000038504
10,4,3800.0,0.5940804002136334,0.0013140544390232844,0.007104978207532976
10,4,3900.0,0.5943687360567934,0.00130063171400672,0.007068597309599845
10,4,4000.0,0.5933502501291301,0.0012826659074056332,0.007019607788110017
10,4,4100.0,0.5934719294051696,0.001237582719125931,0.006895141603907912
10,4,4200.0,0.5941435012546695,0.0011829227681528001,0.006741154282566004
10,4,4300.0,0.5943808026811459,0.0011795833766206983,0.006731632416900135
10,4,4400.0,0.5949531074198559,0.0011811835758988507,0.00673619686854016
10,4,4500.0,0.5958308950753268,0.0010305962639182177,0.006292168630502703
10,4,4600.0,0.5954584850363964,0.0009799605140779013,0.006135646918525923
10,4,4700.0,0.5958824968994542,0.0009681394961501883,0.006098528255579836
10,4,4800.0,0.5953258609970024,0.0009481991921858054,0.006035397266709946
10,4,4900.0,0.5959261420940812,0.0009564502874546232,0.0060615999738399765
10,4,5000.0,0.5980125139986384,0.0008175095732416437,0.005940287868563745
10,5,0.0,0.0,0.0,0.0
10,5,100.0,0.6377094050001891,0.029192095536062106,0.03348796115193282
10,5,200.0,0.6634624927750427,0.019744971145090762,0.027541292843833724
10,5,300.0,0.6719924313135627,0.013868469166373971,0.023081835098090066
10,5,400.0,0.6745328102901775,0.011096718710183398,0.020646828956777007
10,5,500.0,0.6818900971274096,0.008625485539610865,0.018203204456624964
10,5,600.0,0.6852539154791287,0.008119911544822106,0.01766166815184472
10,5,700.0,0.6854691193735113,0.006970724454764014,0.01636420944177305
10,5,800.0,0.6885447597761482,0.005881810278852778,0.015031820371212807
10,5,900.0,0.6890511324718928,0.005284116484813087,0.014247618007252284
10,5,1000.0,0.6906455755056584,0.004565211970329261,0.013243005061245308
10,5,1100.0,0.6928130681719034,0.004046643474483213,0.01246819376316181
10,5,1200.0,0.6923378615224429,0.003291894470980238,0.01124550656916694
10,5,1300.0,0.6961387582631708,0.0027963972512430827,0.010364670607585861
10,5,1400.0,0.6976412203261642,0.0025198277165065738,0.009838785573296968
10,5,1500.0,0.6981863448842368,0.0024154171622033367,0.00963279116887745
10,5,1600.0,0.6977572791344356,0.002282393738874493,0.0093637833097847
10,5,1700.0,0.6991454489492098,0.002308668591596857,0.009417526884208233
10,5,1800.0,0.6990668450668307,0.002093829012334511,0.008968641777763376
10,5,1900.0,0.6991030275699425,0.0018470645719296885,0.00842358786950376
10,5,2000.0,0.6981562872181408,0.00191692977557922,0.00858142029378886
10,5,2100.0,0.6964920106429657,0.0018305393910567301,0.008385821441387562
10,5,2200.0,0.6966921105338125,0.0017527896043750735,0.00820580071910553
10,5,2300.0,0.6965867165962558,0.001652688631118677,0.007968041569485886
10,5,2400.0,0.6948089964731577,0.0015897694827321236,0.00781489503759566
10,5,2500.0,0.6949565947701064,0.0015401800056248983,0.007692044922911339
10,5,2600.0,0.6956442991808437,0.0014232401724192567,0.007394267675953999
10,5,2700.0,0.695293218513963,0.0013760965973371232,0.007270772096779195
10,5,2800.0,0.6967079852482863,0.001286044315023163,0.0070288461646226
10,5,2900.0,0.6982010019554176,0.0011828027160316673,0.00674081220173597
10,5,3000.0,0.6989825232644346,0.0011128427620791768,0.006538422405139764
10,5,3100.0,0.6997341817486388,0.0010797882182350404,0.006440585702536479
10,5,3200.0,0.6998748938597834,0.001055317320005834,0.006367186989977923
10,5,3300.0,0.6998698027229845,0.0010435785329718902,0.006331675364597283
10,5,3400.0,0.700397299905726,0.001026831920472812,0.006280666768495488
10,5,3500.0,0.7010364261626669,0.0010343632640673604,0.006303657601140127
10,5,3600.0,0.7011437379807988,0.00097714915953404,0.0061268394880770035
10,5,3700.0,0.7008979338313409,0.0009658612786441258,0.00609134852724688
10,5,3800.0,0.7008746490063771,0.0009722853662364851,0.006111572189653069
10,5,3900.0,0.7005477623020047,0.0009483990627923831,0.006036033332929184
10,5,4000.0,0.7012860041135303,0.0009304020204947673,0.005978488439340414
10,5,4100.0,0.7013538893702652,0.000922531673927255,0.005953148476696128
10,5,4200.0,0.7018359356161882,0.0009111514485042665,0.005916315918351547
10,5,4300.0,0.7021573761837672,0.0009137960784558303,0.005924895792329108
10,5,4400.0,0.7022248437115449,0.0008778264643556358,0.005807114727184758
10,5,4500.0,0.7022209155091717,0.0008625121498040849,0.005756237203840172
10,5,4600.0,0.702316330409246,0.0008688984561630068,0.0057775083809509156
10,5,4700.0,0.7014666663396734,0.0008443145838260073,0.005695189992639394
10,5,4800.0,0.7013864323760163,0.0008206949484337728,0.005614963681007368
10,5,4900.0,0.700975603453478,0.0007970120621597326,0.005533354803365521
10,5,5000.0,0.6996267163664665,0.0007304532053700901,0.005553049883463941
10,6,0.0,0.0,0.0,0.0
10,6,100.0,0.741874830424144,0.0365436645856561,0.037468138714413936
10,6,200.0,0.7597811972478223,0.01435599981018684,0.0234840390203248
10,6,300.0,0.760384170007638,0.011572757217505256,0.02108504307009312
10,6,400.0,0.7602210419146315,0.007235808858771471,0.01667245732093997
10,6,500.0,0.7628016835517762,0.006476163408178255,0.01577302423407052
10,6,600.0,0.7672031111665797,0.006060991473610133,0.015259064468380977
10,6,700.0,0.765857519473672,0.004300846666717245,0.012853844776898845
10,6,800.0,0.7657459866634416,0.004052632582145983,0.012477416931228997
10,6,900.0,0.764225754924245,0.0034769457455481297,0.011557263852702202
10,6,1000.0,0.7658234833609453,0.0031844449318013212,0.011060453720353408
10,6,1100.0,0.7670265818419923,0.0028047201063730854,0.010380083217702469
10,6,1200.0,0.7677099636060861,0.002514260354946402,0.009827910550855709
10,6,1300.0,0.7684273599522868,0.002637495821412827,0.010065884932552883
10,6,1400.0,0.7670401228274915,0.002649963147335517,0.01008964738075822
10,6,1500.0,0.7667201822005393,0.0025987331793293736,0.009991643199049754
10,6,1600.0,0.7661932252693019,0.002420480542835852,0.009642882376840552
10,6,1700.0,0.7658175679683129,0.002445758016310371,0.009693102700094497
10,6,1800.0,0.7662715947740822,0.0022111603029975045,0.009216503360817058
10,6,1900.0,0.7661137745820397,0.002049291168482032,0.008872743066741295
10,6,2000.0,0.7653602959329598,0.0018868921993546058,0.008513920996251171
10,6,2100.0,0.7649412336678649,0.001700248213574767,0.00808187697089533
10,6,2200.0,0.7659689942591839,0.0015426915784120898,0.00769831408012682
10,6,2300.0,0.7664749222100637,0.001447185755260016,0.007456211368655583
10,6,2400.0,0.7674473839088344,0.0013235380107938692,0.007130570539771504
10,6,2500.0,0.7680023314482132,0.00124629946649643,0.006919381497281882
10,6,2600.0,0.7675785024080158,0.0011331343134364058,0.006597763847317738
10,6,2700.0,0.7674037448034339,0.0010949866374635202,0.006485754132311722
10,6,2800.0,0.768200350322682,0.0011478123611056265,0.00664035839877892
10,6,2900.0,0.7676865815149106,0.0011359407795840089,0.006605929229752562
10,6,3000.0,0.7684682089795436,0.001098322464752017,0.006495625897934199
10,6,3100.0,0.7681917697111931,0.0010763043369215965,0.006430187198455426
10,6,3200.0,0.7685333061347633,0.0010214863216568843,0.006264297129987598
10,6,3300.0,0.769505449079218,0.00099541999463375,0.00618385434125434
10,6,3400.0,0.7698985707533018,0.0009997938173718641,0.006197425214406184
10,6,3500.0,0.7699075849276458,0.000931416734573939,0.005981747677342504
10,6,3600.0,0.7691724956584304,0.0008996986794545674,0.005879015603817246
10,6,3700.0,0.7688110131956952,0.0009068174129234937,0.005902228200846603
10,6,3800.0,0.7684558955501309,0.0009326290819629418,0.0059856393821118535
10,6,3900.0,0.7682609512109327,0.0009079417624010335,0.005905886110009073
10,6,4000.0,0.7687539673859127,0.0008906175542036947,0.005849270378627503
10,6,4100.0,0.7684097854713122,0.0009138660183609275,0.005925122527117341
10,6,4200.0,0.7693547591488893,0.0009374128201349706,0.006000970829649568
10,6,4300.0,0.769103925350509,0.0008873549743828082,0.00583854679658303
10,6,4400.0,0.7695570198588149,0.0008818890554844304,0.005820536912990921
10,6,4500.0,0.7697727730324737,0.0008214382386575977,0.005617505796727785
10,6,4600.0,0.7693465618716341,0.0007945674084340905,0.005524862130624078
10,6,4700.0,0.7688632783408057,0.000744260713823836,0.005347103849959947
10,6,4800.0,0.7685819459244021,0.0007406931018250332,0.005334272790147732
10,6,4900.0,0.769004307537678,0.00075377659127844,0.005381178451840503
10,6,5000.0,0.7696608279304054,0.0007556156490567869,0.005557028401346135
10,7,0.0,0.0,0.0,0.0
10,7,100.0,0.7710067407695824,0.026640082059126657,0.03199070790688149
10,7,200.0,0.7982248173017077,0.015439009030854331,0.024353746548104255
10,7,300.0,0.7959312485795595,0.011868654722023152,0.021352897690974905
10,7,400.0,0.7959901411254342,0.008789601175546393,0.018375563086876826
10,7,500.0,0.8073599887801635,0.008994322916934562,0.018588327229123073
10,7,600.0,0.8102801416676236,0.00756502886397115,0.017047526179428958
10,7,700.0,0.8090948221821944,0.006617830871085474,0.015944610084402174
10,7,800.0,0.8095574137925445,0.005743215157411864,0.014853664648400211
10,7,900.0,0.8116054392137964,0.005001096676343459,0.013860812743789964
10,7,1000.0,0.8135241563930286,0.004229765761785205,0.012747183277286807
10,7,1100.0,0.8109715961987389,0.003660739546125784,0.011858792957294098
10,7,1200.0,0.8124963414746402,0.003346601907895836,0.011338565116174376
10,7,1300.0,0.8121468067910746,0.00311500533010631,0.01093919762877351
10,7,1400.0,0.812780604179113,0.003150195011031162,0.011000813221929237
10,7,1500.0,0.8135881864157307,0.0027593493224843347,0.010295783776505711
10,7,1600.0,0.8155757764784548,0.002667786094698106,0.010123520662986885
10,7,1700.0,0.8158847585423563,0.002701122655073184,0.010186575868136037
10,7,1800.0,0.815953710615828,0.0024437952520362893,0.009689212475853035
10,7,1900.0,0.8169419544799325,0.00207328050049653,0.008924524844890886
10,7,2000.0,0.8167789471316711,0.0019870544715361194,0.008736972277541664
10,7,2100.0,0.8170858040339126,0.0019531301563590893,0.008662069503686216
10,7,2200.0,0.8167763181482902,0.0018400689093866372,0.008407620782539912
10,7,2300.0,0.8159409273388838,0.0017657101548333477,0.008235989394606933
10,7,2400.0,0.8152512485482223,0.001752475525338419,0.00820506549525357
10,7,2500.0,0.8160682903259573,0.0016049802269260222,0.007852192075948606
10,7,2600.0,0.8172071670755633,0.001524713525317602,0.007653325733862436
10,7,2700.0,0.8177081988601751,0.0015744277890307728,0.007777095726773984
10,7,2800.0,0.8186503551813289,0.0015237075354042318,0.007650800525441044
10,7,2900.0,0.819483304046572,0.001484474723901747,0.0075516608102727655
10,7,3000.0,0.8200346629622356,0.0014740870407400084,0.007525192871752069
10,7,3100.0,0.820630130340535,0.0015262274022409966,0.0076571242568271095
10,7,3200.0,0.8204055814391398,0.0014697019917254176,0.007513991729708227
10,7,3300.0,0.8198946465525851,0.0014328108860221195,0.00741908774698249
10,7,3400.0,0.8194492109805568,0.0013736648968692268,0.007264345165128664
10,7,3500.0,0.8194451356163867,0.0012542220696811273,0.006941339570203303
10,7,3600.0,0.8195218760544993,0.0011968809717652505,0.006780809642759031
10,7,3700.0,0.819938786515887,0.0012037961446600234,0.006800370040906558
10,7,3800.0,0.8196298215789143,0.001184597027091132,0.006745923168309354
10,7,3900.0,0.8196973325786334,0.0011569843297404262,0.006666836582016107
10,7,4000.0,0.8196607261871299,0.0011160288625912873,0.006547775560089617
10,7,4100.0,0.8203774940698532,0.0010940833465008298,0.006483078423031443
10,7,4200.0,0.8198617061747275,0.0010249748039041252,0.006274984626816298
10,7,4300.0,0.8210006593619027,0.0010076931826019412,0.006221859955257445
10,7,4400.0,0.8203961404707245,0.0009939861172458847,0.006179398893105858
10,7,4500.0,0.8208109925411369,0.0009585496748962662,0.006068248866914982
10,7,4600.0,0.8213743989832505,0.0009360438934499084,0.005996587547161442
10,7,4700.0,0.8219040155363165,0.0009451482513417826,0.0060256796482675646
10,7,4800.0,0.8219386549407609,0.000943017778360054,0.006018884529003678
10,7,4900.0,0.8212762826516784,0.0009478866372704585,0.006034402460673462
10,7,5000.0,0.8209984202500016,0.000922936766585173,0.00607724056976931
10,8,0.0,0.0,0.0,0.0
10,8,100.0,0.8467606281067271,0.0532515011765862,0.04522952209784816
10,8,200.0,0.8598866100411972,0.02586952199533626,0.031524649989695966
10,8,300.0,0.8598295253869075,0.01755710910592872,0.025970635406423106
10,8,400.0,0.8697003003481973,0.016487025585834036,0.025166755351165162
10,8,500.0,0.8773790238974719,0.013554065473170469,0.022818698017575776
10,8,600.0,0.8822059587249057,0.01126816372571641,0.020805715024654205
10,8,700.0,0.8865201961217424,0.009402391464910146,0.01900532216290974
10,8,800.0,0.8905661943090823,0.00947511080933533,0.019078675448034283
10,8,900.0,0.88941897720328,0.008013862415972278,0.01754595504872821
10,8,1000.0,0.8879645035868888,0.007065969599739607,0.016475627094092556
10,8,1100.0,0.8864022314279839,0.0063055852474070435,0.015563912196629386
10,8,1200.0,0.8850561574026921,0.005273815936845898,0.014233724496064687
10,8,1300.0,0.883008902509,0.005335528530230879,0.014316761645614887
10,8,1400.0,0.8856603524001427,0.00578557935133837,0.014908347204201236
10,8,1500.0,0.8839407878077566,0.005008820811723319,0.013871512545615312
10,8,1600.0,0.8845346479245986,0.005138104411783504,0.014049392125037833
10,8,1700.0,0.8862675194767128,0.005026390165521088,0.013895819680704628
10,8,1800.0,0.8913111031294089,0.004624577333463484,0.01332883201343363
10,8,1900.0,0.8891934457041402,0.004443020186237264,0.013064572839342689
10,8,2000.0,0.8892895958659875,0.0041153759614674336,0.01257363443622141
10,8,2100.0,0.8891161239694777,0.0038579413813313616,0.012174016432764726
10,8,2200.0,0.8899488428843232,0.003586397612033985,0.011737761739952706
10,8,2300.0,0.8899333156025938,0.003412575976206636,0.011449782474001597
10,8,2400.0,0.8911396111878533,0.0033823145390506743,0.011398903251285656
10,8,2500.0,0.8946554616169609,0.0033622470783689264,0.01136503778095879
