SI max,Arrival Rate,Total Response Time Mean,Total Response Time CI95
70,1.0,0.2210203114550764,0.0054451210844072
70,2.0,0.3103232342659092,0.0072773153855567
70,3.0,0.4591568553400107,0.0122502167109221
70,4.0,0.7566073792783073,0.0302594160989844
70,5.0,1.486731328649775,0.1026722472017706
70,6.0,3.742265974375675,0.2437580682434626
70,7.0,6.857239447408759,0.1402812127343559
70,8.0,7.3631179153087345,0.0500188207034852
70,9.0,7.119202678181049,0.034134586822165
70,10.0,6.843050409764656,0.0293067787633484
70,11.0,6.843751484148881,0.0770238011611477
70,12.0,7.919119813879715,0.2664995153303683
80,1.0,0.2210203114550764,0.0054451210844072
80,2.0,0.3103232342659092,0.0072773153855567
80,3.0,0.4591568553400107,0.0122502167109221
80,4.0,0.7566073792783076,0.0302594160989844
80,5.0,1.4897227025727635,0.1027547526185994
80,6.0,3.9782142426796425,0.292744430494058
80,7.0,7.961986942033527,0.17206822031455
80,8.0,8.554769333737983,0.0505831251031079
80,9.0,8.195382374305877,0.0365848741158373
80,10.0,7.819041012845441,0.0304956461813248
80,11.0,7.734075224720409,0.0630593751033874
80,12.0,8.749703345356538,0.2583456506282228
90,1.0,0.2210203114550764,0.0054451210844072
90,2.0,0.3103232342659091,0.0072773153855567
90,3.0,0.4591568553400109,0.0122502167109221
90,4.0,0.7566073792783072,0.0302594160989844
90,5.0,1.4920438294655365,0.1032498769460298
90,6.0,4.196383172593295,0.3392428427745235
90,7.0,9.041863909697677,0.2037215690485794
90,8.0,9.704377365596429,0.058575700589578
90,9.0,9.27403969617695,0.0395827171951461
90,10.0,8.801081891196112,0.0348258958525386
90,11.0,8.620467167201056,0.0645474463556238
90,12.0,9.564681052915402,0.2648288827272009
100,1.0,0.2210203114550764,0.0054451210844072
100,2.0,0.3103232342659092,0.0072773153855567
100,3.0,0.459156855340011,0.0122502167109221
100,4.0,0.7566073792783073,0.0302594160989844
100,5.0,1.4920865950384437,0.103373949071582
100,6.0,4.347053635762784,0.3845167153866587
100,7.0,10.079549974512986,0.2413928158480834
100,8.0,10.836665951049708,0.0677177602936869
100,9.0,10.35202295120627,0.0439141211317153
100,10.0,9.786309036870652,0.0390699293120277
100,11.0,9.526618772524095,0.0636618549887434
100,12.0,10.322158468681398,0.2511485679882922
110,1.0,0.2210203114550764,0.0054451210844072
110,2.0,0.3103232342659089,0.0072773153855567
110,3.0,0.4591568553400108,0.0122502167109221
110,4.0,0.756607379278307,0.0302594160989844
110,5.0,1.4920865950384434,0.103373949071582
110,6.0,4.490498402098787,0.4161682265715902
110,7.0,11.058452048691802,0.2767484152820855
110,8.0,11.995163149623124,0.0709854802784847
110,9.0,11.41611151100176,0.0480721247920529
110,10.0,10.76600033533264,0.0414999472635976
110,11.0,10.41894499172382,0.0581944655419293
110,12.0,11.04191544458866,0.2243354136880553
120,1.0,0.2210203114550764,0.0054451210844072
120,2.0,0.3103232342659092,0.0072773153855567
120,3.0,0.4591568553400108,0.0122502167109221
120,4.0,0.7566073792783077,0.0302594160989844
120,5.0,1.492086595038444,0.103373949071582
120,6.0,4.57816395285314,0.45362384931595
120,7.0,12.002477517964998,0.3072256357311091
120,8.0,13.096410947936032,0.082659840162529
120,9.0,12.50597249356459,0.0512085124058591
120,10.0,11.754927933493097,0.0499160353314519
120,11.0,11.299343872105764,0.0618546400114568
120,12.0,11.83924118972508,0.2123924917866455
130,1.0,0.2210203114550763,0.0054451210844072
130,2.0,0.3103232342659092,0.0072773153855567
130,3.0,0.4591568553400109,0.0122502167109221
130,4.0,0.7566073792783076,0.0302594160989844
130,5.0,1.4920865950384437,0.103373949071582
130,6.0,4.665327997186107,0.4846317333620047
130,7.0,12.84803629984618,0.3611992879817108
130,8.0,14.21128635300775,0.0958543260991035
130,9.0,13.572624659907357,0.0608269135798544
130,10.0,12.723886433938526,0.0564165900011678
130,11.0,12.189511241668974,0.0585266525139874
130,12.0,12.643207971220669,0.2294405241518103
