Time,SI max,Transient Response Time Mean,Transient Response Time CI95
0.0,10,0.0,0.0
100.0,10,0.7710067407695824,0.0319907079068814
200.0,10,0.7982248173017077,0.0243537465481042
300.0,10,0.7959312485795595,0.0213528976909749
400.0,10,0.7959901411254342,0.0183755630868768
500.0,10,0.8073599887801635,0.018588327229123
600.0,10,0.8102801416676236,0.0170475261794289
700.0,10,0.8090948221821944,0.0159446100844021
800.0,10,0.8095574137925445,0.0148536646484002
900.0,10,0.8116054392137964,0.0138608127437899
1000.0,10,0.8135241563930286,0.0127471832772868
1100.0,10,0.8109715961987389,0.011858792957294
1200.0,10,0.8124963414746402,0.0113385651161743
1300.0,10,0.8121468067910746,0.0109391976287735
1400.0,10,0.812780604179113,0.0110008132219292
1500.0,10,0.8135881864157307,0.0102957837765057
1600.0,10,0.8155757764784548,0.0101235206629868
1700.0,10,0.8158847585423563,0.010186575868136
1800.0,10,0.815953710615828,0.009689212475853
1900.0,10,0.8169419544799325,0.0089245248448908
2000.0,10,0.8167789471316711,0.0087369722775416
2100.0,10,0.8170858040339126,0.0086620695036862
2200.0,10,0.8167763181482902,0.0084076207825399
2300.0,10,0.8159409273388838,0.0082359893946069
2400.0,10,0.8152512485482223,0.0082050654952535
2500.0,10,0.8160682903259573,0.0078521920759486
2600.0,10,0.8172071670755633,0.0076533257338624
2700.0,10,0.8177081988601751,0.0077770957267739
2800.0,10,0.8186503551813289,0.007650800525441
2900.0,10,0.819483304046572,0.0075516608102727
3000.0,10,0.8200346629622356,0.007525192871752
3100.0,10,0.820630130340535,0.0076571242568271
3200.0,10,0.8204055814391398,0.0075139917297082
3300.0,10,0.8198946465525851,0.0074190877469824
3400.0,10,0.8194492109805568,0.0072643451651286
3500.0,10,0.8194451356163867,0.0069413395702033
3600.0,10,0.8195218760544993,0.006780809642759
3700.0,10,0.819938786515887,0.0068003700409065
3800.0,10,0.8196298215789143,0.0067459231683093
3900.0,10,0.8196973325786334,0.0066668365820161
4000.0,10,0.8196607261871299,0.0065477755600896
4100.0,10,0.8203774940698532,0.0064830784230314
4200.0,10,0.8198617061747275,0.0062749846268162
4300.0,10,0.8210006593619027,0.0062218599552574
4400.0,10,0.8203961404707245,0.0061793988931058
4500.0,10,0.8208109925411369,0.0060682488669149
4600.0,10,0.8213743989832505,0.0059965875471614
4700.0,10,0.8219040155363165,0.0060256796482675
4800.0,10,0.8219386549407609,0.0060188845290036
4900.0,10,0.8212762826516784,0.0060344024606734
5000.0,10,0.8209984202500016,0.0060772405697693
0.0,20,0.0,0.0
100.0,20,1.310692586714081,0.0645772562938798
200.0,20,1.4439937341238318,0.0504737851584411
300.0,20,1.4686301929679364,0.044438557166807
400.0,20,1.487597036130555,0.0394658643730233
500.0,20,1.496307066188355,0.0367076748969659
600.0,20,1.499597684493015,0.0343867412325037
700.0,20,1.498655110952092,0.0314722722837777
800.0,20,1.5016520954058032,0.0289156110789493
900.0,20,1.50767652825181,0.0268608233235413
1000.0,20,1.510339037172466,0.0258384896433503
1100.0,20,1.5153078474279644,0.0241939508042489
1200.0,20,1.5141724662785454,0.0233557518684943
1300.0,20,1.5166969106721242,0.0223515747513238
1400.0,20,1.5215427843529477,0.0210201554024648
1500.0,20,1.524695119023037,0.0206391433827567
1600.0,20,1.5229460357588116,0.0200527120675514
1700.0,20,1.5225499039597965,0.0187815555748548
1800.0,20,1.525201221724945,0.018572009932426
1900.0,20,1.5236620352685917,0.0180056830807171
2000.0,20,1.524397109355103,0.0174636218648299
2100.0,20,1.5265712293882654,0.017302969029258
2200.0,20,1.5298685295109486,0.0170776143720634
2300.0,20,1.5294199654303484,0.0165837048603937
2400.0,20,1.5286627023091075,0.0164988455798004
2500.0,20,1.5278697049076175,0.0164482150719372
2600.0,20,1.528732215853112,0.0161270602691299
2700.0,20,1.528445602111638,0.0162469410871562
2800.0,20,1.5291469718373696,0.0161187443769547
2900.0,20,1.5306664497677305,0.0157326693916454
3000.0,20,1.530543500508277,0.014946166903028
3100.0,20,1.5306590517650245,0.0145329783876728
3200.0,20,1.5318230557738215,0.0142605585597805
3300.0,20,1.5315886191958277,0.0137037952568648
3400.0,20,1.5330059115650128,0.0136725988394674
3500.0,20,1.5348201815368911,0.0136087659394511
3600.0,20,1.5365117694888906,0.0139016150564703
3700.0,20,1.5367712566155527,0.0138492937057324
3800.0,20,1.5375198228914848,0.0136770976742479
3900.0,20,1.536855468882854,0.0135859510813805
4000.0,20,1.5351971837603555,0.0132100543878092
4100.0,20,1.5341812250524012,0.0131393621184879
4200.0,20,1.5360448286524029,0.0130473496044245
4300.0,20,1.5368724894914736,0.0131285292622142
4400.0,20,1.536090788715922,0.0130515748817037
4500.0,20,1.536633422083838,0.0129326766129197
4600.0,20,1.5375614052714983,0.0125016414751925
4700.0,20,1.5372532006563326,0.012195983632057
4800.0,20,1.5376632126859031,0.0118522744577991
4900.0,20,1.5375343725709687,0.0116253301156894
5000.0,20,1.5391423047702786,0.0117971983758405
0.0,30,0.0,0.0
100.0,30,1.7633758712938563,0.0925193766957677
200.0,30,1.9886069424949016,0.0861455881372673
300.0,30,2.0859222626336726,0.0773653758180713
400.0,30,2.139795682930184,0.0716403424324949
500.0,30,2.165937806135793,0.0663286229529734
600.0,30,2.1979610635074085,0.064143438248618
700.0,30,2.212484193941348,0.0616156588816538
800.0,30,2.2304411126103028,0.0559661911914505
900.0,30,2.250555542160412,0.0506659214655535
1000.0,30,2.269331516538136,0.0476670325851304
1100.0,30,2.281892634901946,0.0446570633415926
1200.0,30,2.2802300197127203,0.0434434712489629
1300.0,30,2.28419894418351,0.042257028662439
1400.0,30,2.2941816975077574,0.0400242592594353
1500.0,30,2.3002193318899025,0.0400502387171202
1600.0,30,2.305049627214598,0.0388880007817859
1700.0,30,2.3075481980637003,0.0367837236295408
1800.0,30,2.306946798658549,0.0353067581733445
1900.0,30,2.31099958807022,0.0347660299702794
2000.0,30,2.3118055245135976,0.0349564563441471
2100.0,30,2.314087037014046,0.0342433048281368
2200.0,30,2.3180397667298487,0.0332721452654761
2300.0,30,2.316357145623688,0.0330735820291249
2400.0,30,2.3128417734182585,0.0326228490833327
2500.0,30,2.31201041082826,0.031918228187376
2600.0,30,2.3156423382568083,0.0314815015334903
2700.0,30,2.316762645413074,0.0313480368847661
2800.0,30,2.322090754583722,0.0303521350082183
2900.0,30,2.326864160532073,0.0294161742840768
3000.0,30,2.325975301121997,0.0284799088644032
3100.0,30,2.3268446181739315,0.0277262509389014
3200.0,30,2.3331846151393965,0.0274625048807699
3300.0,30,2.334968578231801,0.0273340326340802
3400.0,30,2.338923923238272,0.0277094173359806
3500.0,30,2.3418435844621954,0.0276504856751949
3600.0,30,2.3439785419696717,0.0272097762355273
3700.0,30,2.343838828349446,0.0266611564664034
3800.0,30,2.3442018615394846,0.0259798727128132
3900.0,30,2.3434379278940334,0.0254923696479221
4000.0,30,2.342955705194409,0.0250167010989379
4100.0,30,2.342665467979504,0.0249666844708898
4200.0,30,2.3445028474598075,0.0246951114506068
4300.0,30,2.3459038602808224,0.024571025013499
4400.0,30,2.3442694038010345,0.0242437198183235
4500.0,30,2.3437782026148697,0.0237278335995743
4600.0,30,2.3459531262151576,0.0238023335732754
4700.0,30,2.347728113082503,0.0237175628124898
4800.0,30,2.349738595099446,0.0229959252051722
4900.0,30,2.35064432873137,0.0226811255115895
5000.0,30,2.351738550220852,0.0229505350078333
0.0,40,0.0,0.0
100.0,40,2.0460607159668167,0.127662379754671
200.0,40,2.474106767329204,0.1293818357175823
300.0,40,2.672893310532157,0.1187188139388542
400.0,40,2.791408413907112,0.1129388658112246
500.0,40,2.849339267231175,0.1107510814457855
600.0,40,2.907306521832197,0.1048074532745304
700.0,40,2.9578775928701773,0.0991520104487723
800.0,40,3.014944947162756,0.0915141080589944
900.0,40,3.0515560142312643,0.0836522549460511
1000.0,40,3.081499190932796,0.0787077501377289
1100.0,40,3.099316772566988,0.0752741725094852
1200.0,40,3.1037197121097493,0.0743935388266878
1300.0,40,3.1133992485288577,0.0716123892746659
1400.0,40,3.1357225514122904,0.0675119349866163
1500.0,40,3.154625476211039,0.0653409471831222
1600.0,40,3.1640219882482867,0.0620815958088516
1700.0,40,3.169996028627107,0.0605075040696467
1800.0,40,3.174639547325369,0.0598939845240486
1900.0,40,3.175312324031076,0.059980290216474
2000.0,40,3.17377771117743,0.0590896821175564
