Time,SI max,Transient Response Time Mean,Transient Response Time CI95
0.0,10,0.0,0.0
100.0,10,0.9307341436202208,0.0494189634568686
200.0,10,0.9600517084574508,0.0391567433162509
300.0,10,0.993232754794912,0.0422642978164768
400.0,10,0.9852206206016056,0.036624299194722
500.0,10,0.9962615860872572,0.0348543036014169
600.0,10,0.9986782903176372,0.0321115702783266
700.0,10,0.9984148475552564,0.0292214055560123
800.0,10,0.99628558030189,0.027500765203732
900.0,10,0.9934296569775212,0.0250719869343765
1000.0,10,0.9913484747933956,0.0228963346651132
1100.0,10,1.0000610270625967,0.0240852026715897
1200.0,10,1.0024310099328877,0.0247055757694894
1300.0,10,1.008393354807595,0.0262974502844552
1400.0,10,1.0124589076913573,0.0269783972395996
1500.0,10,1.0133265186737337,0.0252338958935818
1600.0,10,1.01860967010586,0.0241481383929347
1700.0,10,1.0198932793275846,0.0232495141591763
1800.0,10,1.01945526958974,0.0222501537131507
1900.0,10,1.016271135591703,0.0218516171873217
2000.0,10,1.0153639144880062,0.0206540563307229
2100.0,10,1.016308222143283,0.0200610549712992
2200.0,10,1.0190121115499824,0.0196112054986758
2300.0,10,1.0210188173724386,0.0190444403947773
2400.0,10,1.0254695299421477,0.0191137668894381
2500.0,10,1.0273637646376823,0.019059158026171
2600.0,10,1.02623570388487,0.0188245679135687
2700.0,10,1.0265424358101478,0.0188270338745388
2800.0,10,1.0263212502950725,0.0188291771077872
2900.0,10,1.0249168836420897,0.0184491757348761
3000.0,10,1.0253267803458894,0.0182917113459795
3100.0,10,1.0223540425735154,0.0176422512395559
3200.0,10,1.023518597640313,0.017109329409558
3300.0,10,1.0240084236866067,0.0167191533260173
3400.0,10,1.0265795280259,0.0163032777140598
3500.0,10,1.025679339286256,0.0162001084961416
3600.0,10,1.0255207793914636,0.0157679426917286
3700.0,10,1.025106891093585,0.0153779777111484
3800.0,10,1.02501027982185,0.0151304957488454
3900.0,10,1.0268991229999134,0.0151460827687073
4000.0,10,1.0276564050345625,0.0149928455862584
4100.0,10,1.0284361690128838,0.0146873577351482
4200.0,10,1.0303648580868685,0.0143691538511064
4300.0,10,1.0305453563449372,0.0141437693103061
4400.0,10,1.030902919900822,0.0137180083478362
4500.0,10,1.032300271655088,0.0132298001198314
4600.0,10,1.0327147944586128,0.0130487055553313
4700.0,10,1.0310789902641622,0.0129766351810114
4800.0,10,1.0310905336156744,0.0126802364533291
