SI max,Arrival Rate,Total Response Time Mean,Total Response Time CI95
100,1.0,0.2194827138674454,0.0038337131838626
100,2.0,0.3176500326893181,0.0052740653928711
100,3.0,0.4898990249090416,0.01110877129425
100,4.0,0.8363247113471696,0.0196525483920753
100,5.0,1.6728675798556982,0.0579935473906922
100,6.0,5.264696298641817,0.2930604681338897
100,7.0,10.035899408228325,0.1498543759652198
100,8.0,10.388430482117762,0.0433137762590907
100,9.0,9.93956948201391,0.0280461027581077
100,10.0,9.518460022894232,0.0286336249579761
100,11.0,9.4683002828384,0.0585075090013561
100,12.0,11.397916976413814,0.3964537248431425
120,1.0,0.2194827138674455,0.0038337131838626
120,2.0,0.3176500326893178,0.0052740653928711
120,3.0,0.4898990249090414,0.01110877129425
120,4.0,0.8363247113471696,0.0196525483920753
120,5.0,1.6729245924431153,0.0580457858743091
120,6.0,5.826482394550588,0.3824000662246845
120,7.0,12.419062340108288,0.1921120905502621
120,8.0,12.771145340440412,0.0496045851169101
120,9.0,12.115160362710244,0.0353180415208147
120,10.0,11.496493694660536,0.0340294075347713
120,11.0,11.270644559852052,0.0602462138071155
120,12.0,12.978163395591906,0.3711621562328478
140,1.0,0.2194827138674455,0.0038337131838626
140,2.0,0.3176500326893179,0.0052740653928711
140,3.0,0.4898990249090414,0.01110877129425
140,4.0,0.8363247113471697,0.0196525483920753
140,5.0,1.6729245924431155,0.0580457858743091
140,6.0,6.257957273722889,0.4695401418140957
140,7.0,14.782673850124656,0.2410481320215276
140,8.0,15.154381396452225,0.0592497190783647
140,9.0,14.29695405833443,0.0419041394555736
140,10.0,13.484916746499184,0.039436334961471
140,11.0,13.089800534448212,0.0574638682088886
140,12.0,14.576603830573472,0.3566990030278464
160,1.0,0.2194827138674455,0.0038337131838626
160,2.0,0.3176500326893179,0.0052740653928711
160,3.0,0.4898990249090416,0.01110877129425
160,4.0,0.8363247113471698,0.0196525483920753
160,5.0,1.6729245924431155,0.0580457858743091
160,6.0,6.512775505406235,0.529710008921439
160,7.0,17.09245842271635,0.2904817149886237
160,8.0,17.547113860287688,0.0714428630260574
160,9.0,16.49993037879586,0.0508893746488123
160,10.0,15.485405844266769,0.0453669095513634
160,11.0,14.916044002073946,0.0543874357050087
160,12.0,16.215266125725993,0.3499244960457956
